Sprungtyp,SprungID,ACC_N,ACC_N_ROT_filtered,Acc_x_Fil,Acc_y_Fil,Acc_z_Fil,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
3/4 Salto vw A,20191008-1207-FRANKFURT_2-01-146,14.961,14.624,-5.355,0.409,5.471,-12.484,-150.312,26.469,-23.564,-276.306,50.992,41.178,298.879,91.203
Baby- Fliffis C,20191008-1207-FRANKFURT_2-01-147,23.632,24.168,-11.173,-1.543,-1.711,-48.745,-16.752,130.075,-79.048,-29.757,209.926,100.877,370.959,254.593
Salto C,20191008-1207-FRANKFURT_2-01-159,19.841,19.79,-3.671,0.446,3.378,21.618,201.858,-23.133,36.024,338.741,-39.62,59.031,398.472,73.198
Barani A,20191008-1207-FRANKFURT_2-01-160,19.047,19.384,-3.036,-0.17,3.389,-58.317,21.553,125.667,-94.613,33.126,204.751,118.784,300.956,224.662
Salto A,20191008-1207-FRANKFURT_2-01-161,16.491,16.446,-3.103,0.38,4.42,32.644,212.768,-16.42,53.362,350.359,-27.466,56.769,350.359,47.906
Schraubensalto A,20191008-1207-FRANKFURT_2-01-162,17.697,17.59,-4.319,-0.43,4.762,58.892,83.722,195.293,98.396,140.806,325.171,128.697,309.83,348.961
Salto C,20191008-1207-FRANKFURT_2-01-171,20.665,20.564,-4.471,0.391,4.225,16.474,199.084,-17.423,28.785,348.116,-31.295,46.2,410.659,67.164
Barani A,20191008-1207-FRANKFURT_2-01-172,18.959,19.147,-2.324,0.095,3.877,-71.866,22.499,108.885,-122.441,37.053,185.687,151.448,278.929,209.674
Salto A,20191008-1207-FRANKFURT_2-01-173,16.256,16.467,-2.654,0.447,3.873,33.849,203.856,-26.671,57.85,345.92,-44.711,70.212,349.26,61.528
Schraubensalto A,20191008-1207-FRANKFURT_2-01-174,16.697,16.714,-3.223,-0.731,4.711,41.836,91.6,209.298,72.906,160.739,362.591,166.61,279.43,374.104
Salto C,20191008-1207-FRANKFURT_2-01-185,20.883,20.82,-4.249,-0.21,4.046,3.266,201.243,-8.591,6.16,353.82,-15.375,30.117,427.311,55.914
Barani A,20191008-1207-FRANKFURT_2-01-186,17.612,17.871,-2.193,-0.257,4.012,-70.541,19.126,100.032,-122.399,31.123,173.359,147.258,277.809,197.985
Salto A,20191008-1207-FRANKFURT_2-01-187,15.973,16.175,-2.845,0.384,4.356,31.491,202.997,-15.295,54.503,352.09,-26.502,56.991,355.891,55.553
Schraubensalto A,20191008-1207-FRANKFURT_2-01-188,16.776,16.68,-3.424,-0.936,5.185,35.258,85.825,207.781,61.116,149.004,358.766,142.239,298.371,378.538
Salto C,20191008-1207-FRANKFURT_2-01-202,20.718,20.688,-4.072,0.435,3.726,14.741,203.186,10.061,25.925,350.25,16.67,46.826,412.313,57.364
Barani A,20191008-1207-FRANKFURT_2-01-203,17.922,18.14,-1.731,-0.126,3.747,-82.916,28.784,102.128,-141.8,47.633,174.837,152.694,276.603,190.337
Salto A,20191008-1207-FRANKFURT_2-01-204,15.881,15.87,-2.478,0.154,4.66,28.671,208.99,-12.207,49.83,362.982,-22.3,53.954,362.985,40.777
Schraubensalto A,20191008-1207-FRANKFURT_2-01-205,17.62,17.563,-4.462,-1.062,4.927,31.716,86.034,215.483,54.68,148.995,371.082,154.476,298.888,383.701
Salto C,20191008-1207-FRANKFURT_2-01-214,19.486,19.364,-4.589,0.11,4.469,4.436,204.173,-14.046,7.753,346.98,-24.009,33.887,409.911,54.134
Barani A,20191008-1207-FRANKFURT_2-01-215,17.668,17.909,-2.492,-0.697,3.848,-79.94,16.283,107.703,-132.703,25.155,180.09,142.01,288.687,191.709
Salto A,20191008-1207-FRANKFURT_2-01-216,15.959,16.087,-3.123,0.171,4.1,18.607,212.8,-14.104,30.481,357.01,-24.693,37.277,360.747,46.209
Schraubensalto A,20191008-1207-FRANKFURT_2-01-217,17.024,17.017,-3.824,-1.354,4.467,25.368,90.189,204.912,43.388,154.81,348.578,176.391,276.697,374.999
Salto C,20191008-1207-FRANKFURT_2-01-227,19.689,19.627,-4.397,0.389,3.974,10.308,205.839,-5.201,17.718,355.201,-10.007,41.154,411.839,49.318
Barani A,20191008-1207-FRANKFURT_2-01-228,18.533,18.709,-3.354,-0.078,3.653,-70.484,5.665,115.701,-118.795,8.058,196.57,129.789,307.673,220.284
Salto A,20191008-1207-FRANKFURT_2-01-229,15.671,15.841,-3.106,-0.265,4.116,10.531,209.944,-19.131,17.961,357.836,-32.936,25.104,357.938,45.801
Schraubensalto A,20191008-1207-FRANKFURT_2-01-230,16.966,16.914,-3.851,-1.156,4.793,15.381,87.59,204.409,26.302,150.755,348.796,158.586,264.798,364.113
Salto B,20191008-1207-FRANKFURT_2-01-240,20.264,20.166,-3.885,0.255,4.218,17.461,194.936,-10.07,30.372,344.545,-17.818,51.261,406.912,50.742
Fliffis B,20191008-1207-FRANKFURT_2-01-241,34.093,34.673,-19.76,2.392,-0.793,-21.474,-216.131,153.736,-34.596,-347.281,245.094,83.942,718.269,267.849
Doppelsalto C,20191008-1207-FRANKFURT_2-01-242,36.476,36.111,-18.863,0.267,-6.109,23.376,439.74,-12.974,37.82,697.034,-20.129,52.938,707.705,72.702
Salto B,20191008-1207-FRANKFURT_2-01-252,19.65,19.617,-3.553,0.057,4.091,21.276,194.488,-10.83,36.975,339.451,-19.752,50.638,399.314,45.593
Fliffis B,20191008-1207-FRANKFURT_2-01-253,33.672,33.846,-19.453,1.941,1.036,-5.763,-216.968,145.815,-9.083,-356.087,238.542,77.268,721.303,263.05
Doppelsalto C,20191008-1207-FRANKFURT_2-01-254,33.549,33.567,-17.581,-0.132,-4.4,8.886,420.79,-21.377,14.342,686.974,-35.474,38.754,691.053,64.435
Fliffis C,20191008-1207-FRANKFURT_2-01-255,38.153,38.83,-18.698,-0.304,-5.458,-5.293,-225.53,133.62,-7.853,-352.416,208.301,91.138,677.597,273.625
Salto B,20191008-1207-FRANKFURT_2-01-263,20.14,20.041,-3.595,0.063,4.143,21.054,196.846,-6.066,36.652,343.974,-11.49,45.928,405.663,45.929
Fliffis B,20191008-1207-FRANKFURT_2-01-264,34.307,34.965,-19.036,3.839,-1.466,-68.004,-221.268,153.646,-108.959,-353.413,244.326,168.781,683.35,264.958
Doppelsalto C,20191008-1207-FRANKFURT_2-01-265,34.803,34.525,-16.556,0.449,-5.645,32.174,422.937,-34.626,53.553,699.293,-56.943,61.787,699.964,79.249
Fliffis C,20191008-1207-FRANKFURT_2-01-266,38.374,38.504,-18.376,-0.968,-6.521,-14.941,-226.898,127.547,-23.146,-356.833,198.894,122.831,657.58,290.084
Fliffis Rudi C,20191008-1207-FRANKFURT_2-01-287,41.414,41.916,-24.316,0.751,-2.766,37.043,-139.423,379.07,61.469,-232.169,629.027,265.031,621.054,675.119
Salto B,20191008-1207-FRANKFURT_2-01-288,20.641,20.514,-3.955,2.287,4.164,25.412,198.148,-32.656,42.16,334.497,-56.796,69.747,404.957,85.277
Fliffis B,20191008-1207-FRANKFURT_2-01-289,36.038,36.272,-19.259,4.015,-2.316,-61.303,-175.723,175.306,-95.444,-274.465,272.469,189.083,664.486,334.084
Doppelsalto C,20191008-1207-FRANKFURT_2-01-290,34.249,34.311,-17.076,2.573,-5.669,66.473,416.871,-90.999,107.468,673.602,-147.212,119.963,679.972,152.439
Fliffis Rudi C,20191008-1207-FRANKFURT_2-01-305,41.84,42.008,-22.351,-0.224,-3.835,20.805,-162.219,382.613,35.114,-270.743,637.286,227.873,612.685,682.901
Salto B,20191008-1207-FRANKFURT_2-01-306,19.551,19.67,-3.071,1.625,3.404,17.077,198.792,-44.582,28.026,340.747,-77.976,57.411,407.233,106.396
Fliffis B,20191008-1207-FRANKFURT_2-01-307,34.576,35.103,-18.919,4.075,-2.025,-66.461,-193.309,173.41,-105.054,-307.744,274.385,164.585,671.133,324.972
Doppelsalto C,20191008-1207-FRANKFURT_2-01-308,33.968,33.676,-16.735,3.912,-4.205,77.548,407.282,-69.627,127.345,670.578,-115.662,141.183,682.85,129.886
Fliffis C,20191008-1207-FRANKFURT_2-01-309,36.912,37.448,-18.552,1.552,-6.521,-59.872,-197.97,168.877,-93.367,-311.303,263.632,155.285,623.958,340.948
Salto A,20191008-1207-FRANKFURT_2-01-310,16.044,15.842,-0.883,0.919,4.125,15.081,215.998,-53.709,25.367,350.144,-85.92,37.742,350.144,93.074
Schraubensalto A,20191008-1207-FRANKFURT_2-01-311,17.698,17.5,-2.582,0.272,4.527,44.341,118.062,187.477,73.71,197.402,312.484,165.121,283.581,364.02
Salto C,20191008-1207-FRANKFURT_2-01-312,18.388,18.295,-2.663,2.566,4.636,32.356,198.646,-43.335,54.576,340.814,-74.934,75.788,366.845,91.484
1 3/4 Salto vw B,20191008-1207-FRANKFURT_2-01-313,26.904,26.985,-16.514,1.925,-0.991,-77.331,-334.111,104.509,-136.218,-588.36,185.052,159.979,631.695,207.578
Baby- Fliffis C,20191008-1207-FRANKFURT_2-01-314,25.795,26.363,-12.298,-0.614,-1.275,-37.599,-35.681,142.036,-58.97,-56.252,223.443,107.552,396.017,278.082
Fliffis Rudi C,20191008-1207-FRANKFURT_2-01-336,41.886,42.222,-23.796,1.008,-3.677,19.616,-161.195,375.805,31.902,-268.002,623.013,239.255,615.874,668.579
Salto B,20191008-1207-FRANKFURT_2-01-337,19.838,19.898,-4.346,2.251,3.299,18.995,202.519,-32.291,31.664,336.83,-55.112,71.297,409.929,86.385
Fliffis B,20191008-1207-FRANKFURT_2-01-338,36.389,36.544,-19.693,5.076,-2.027,-68.71,-203.327,188.566,-106.087,-315.378,292.263,185.151,658.529,342.339
Doppelsalto C,20191008-1207-FRANKFURT_2-01-339,34.253,34.141,-17.389,4.193,-4.33,94.662,413.13,-64.544,154.882,672.56,-106.531,164.61,681.336,127.238
Fliffis C,20191008-1207-FRANKFURT_2-01-340,37.515,38.077,-19.149,2.115,-6.969,-66.775,-205.488,173.646,-105.997,-325.857,274.275,162.138,621.659,330.103
Salto A,20191008-1207-FRANKFURT_2-01-341,16.422,16.202,-0.539,0.838,4.074,40.302,209.299,-53.234,66.539,345.257,-87.475,69.718,345.257,98.496
Schraubensalto A,20191008-1207-FRANKFURT_2-01-342,16.7,16.677,-2.605,-0.175,4.559,63.917,113.455,187.883,107.384,190.935,315.501,156.756,294.174,348.212
Salto C,20191008-1207-FRANKFURT_2-01-343,18.194,18.201,-2.731,2.278,4.371,36.935,203.432,-36.606,62.782,347.901,-64.716,82.167,365.203,81.588
1 3/4 Salto vw B,20191008-1207-FRANKFURT_2-01-344,28.17,27.887,-16.57,1.943,-0.473,-55.536,-348.597,77.115,-98.764,-615.607,137.432,121.215,669.92,178.171
Baby- Fliffis C,20191008-1207-FRANKFURT_2-01-345,27.043,27.875,-12.943,0.523,-2.69,-26.068,-3.337,144.215,-40.386,-4.311,226.118,125.043,385.777,293.018
Fliffis Rudi C,20191008-1207-FRANKFURT_2-01-359,41.849,42.049,-22.617,0.863,-4.144,-1.956,-154.744,367.94,-3.647,-261.21,620.869,249.374,607.837,697.135
Salto B,20191008-1207-FRANKFURT_2-01-360,19.544,19.674,-2.959,2.769,3.439,47.481,191.47,-30.614,80.283,325.122,-53.247,106.744,391.237,78.805
Fliffis B,20191008-1207-FRANKFURT_2-01-361,35.27,35.689,-18.817,5.081,-2.237,-76.621,-199.694,178.185,-120.769,-315.283,282.813,175.748,655.965,331.762
Doppelsalto C,20191008-1207-FRANKFURT_2-01-362,34.576,34.395,-16.563,3.586,-4.987,82.19,410.701,-68.357,134.627,678.794,-114.927,152.294,684.478,144.142
Fliffis C,20191008-1207-FRANKFURT_2-01-363,39.58,40.327,-20.279,1.109,-7.607,-45.07,-223.395,185.905,-69.37,-349.295,290.297,150.968,625.306,346.676
Salto A,20191008-1207-FRANKFURT_2-01-364,16.711,16.483,-1.105,1.685,3.712,29.913,213.985,-53.761,48.935,342.174,-87.658,50.904,344.94,98.19
Schraubensalto A,20191008-1207-FRANKFURT_2-01-365,17.401,17.299,-2.807,-0.171,4.53,74.947,99.808,187.257,123.906,166.286,310.716,151.464,308.691,343.321
Salto C,20191008-1207-FRANKFURT_2-01-366,18.013,17.869,-1.828,1.747,4.769,22.028,198.436,-39.19,36.996,344.196,-68.005,65.773,355.254,82.353
1 3/4 Salto vw B,20191008-1207-FRANKFURT_2-01-367,28.977,28.791,-16.247,2.481,-2.026,-64.847,-342.086,94.728,-112.837,-593.488,166.375,150.96,640.64,198.27
Baby- Fliffis C,20191008-1207-FRANKFURT_2-01-368,25.48,26.529,-13.383,-1.219,-1.203,-16.526,-61.385,168.565,-25.354,-97.883,263.954,109.256,382.717,321.894
Schraubensalto,0110-JANEIKE-01-123,16.717,16.389,-2.505,1.128,4.271,-16.846,55.919,-249.733,-28.485,95.81,-420.883,138.923,266.665,426.997
Schraubensalto,0110-JANEIKE-01-133,17.136,16.527,-2.735,0.698,5.534,-10.114,59.508,-237.76,-18.385,107.689,-429.229,150.276,274.124,429.285
Schraubensalto,0110-JANEIKE-01-143,17.092,16.695,-3.224,0.808,5.118,-19.498,54.421,-237.986,-34.381,95.538,-417.156,161.907,261.967,417.657
Schraubensalto,0110-JANEIKE-01-155,16.303,15.891,-2.134,1.116,4.789,-11.088,59.574,-238.724,-19.439,104.721,-415.955,141.698,269.221,416.078
Schraubensalto,0110-JANEIKE-01-172,16.103,15.869,-2.166,1.334,4.709,-23.837,46.97,-234.116,-42.888,85.472,-422.398,154.587,273.561,426.553
Triffis C,0110-MORITZ-01-12,45.26,45.75,-29.881,-0.619,3.723,-18.669,-395.789,-82.49,-37.545,-804.385,-167.241,88.519,1057.916,222.419
1/2 ein 1/2 aus B,0110-MORITZ-01-13,29.174,29.073,-9.818,3.523,1.067,-126.883,-49.182,-150.656,-253.276,-96.836,-300.884,387.732,567.285,330.606
Voll- ein- Rudi- aus B,0110-MORITZ-01-14,38.839,39.257,-19.044,0.633,-0.162,-290.194,-66.564,-394.083,-557.283,-129.011,-756.469,610.008,616.11,782.896
1/2 ein 1/2 aus C,0110-MORITZ-01-15,30.799,30.441,-11.031,3.479,-1.69,-143.824,-41.047,-122.341,-279.467,-78.075,-238.133,385.261,525.636,363.643
Fliffis- Rudi B,0110-MORITZ-01-16,35.943,36.556,-19.065,-0.449,0.83,-152.791,-131.119,-230.468,-284.123,-245.59,-427.965,326.537,651.2,500.637
Doppelsalto B,0110-MORITZ-01-17,29.921,29.685,-14.805,-2.527,3.529,-30.514,363.988,7.674,-58.431,699.891,13.873,78.371,723.268,56.744
Fliffis aus C,0110-MORITZ-01-18,31.377,31.727,-14.677,-1.599,0.541,18.859,-149.606,-97.129,35.939,-286.135,-184.102,112.941,656.984,231.177
Voll- ein- voll- aus B,0110-MORITZ-01-19,37.856,37.668,-19.719,2.136,-0.866,-226.831,22.734,-390.733,-416.365,43.969,-717.321,429.002,572.397,751.269
Voll- ein- Rudi- aus B,0110-MORITZ-01-20,36.377,36.905,-18.217,1.757,-3.524,-213.166,-92.08,-276.337,-376.284,-164.676,-488.176,404.492,626.809,527.843
Voll- ein- doppel- aus A,0110-MORITZ-01-21,38.917,39.325,-21.164,-0.067,-9.733,-234.922,149.118,-423.3,-386.035,246.065,-694.996,430.062,518.452,711.786
Salto C,0110-MORITZ-01-30,16.524,16.474,0.494,-0.92,5.021,0.259,163.083,9.751,0.79,343.351,20.724,27.477,370.768,38.858
Fliffis- Rudi B,0110-MORITZ-01-31,35.527,35.79,-16.489,-1.103,1.121,-90.302,-125.066,-252.124,-179.689,-250.617,-502.458,311.699,624.163,550.026
Doppelsalto B,0110-MORITZ-01-32,28.931,28.938,-13.688,-2.12,4.347,-24.216,356.393,14.897,-48.466,712.229,30.104,64.886,737.641,54.536
Fliffis B,0110-MORITZ-01-33,30.718,30.991,-12.606,-1.314,0.532,40.324,-130.957,-87.806,78.464,-257.839,-172.079,146.692,642.508,218.802
Voll- ein- voll- aus B,0110-MORITZ-01-34,35.122,35.086,-17.968,1.944,-0.868,-225.459,42.629,-348.724,-426.403,81.761,-659.899,444.099,599.997,693.134
Salto C,0110-MORITZ-01-46,16.989,16.977,0.216,-0.903,4.897,-0.917,162.669,8.255,-1.7,342.037,17.954,29.496,379.362,33.497
Fliffis- Rudi B,0110-MORITZ-01-47,35.459,35.766,-17.14,-1.49,1.602,-90.893,-135.99,-248.795,-181.817,-273.317,-498.135,289.038,641.357,560.263
Doppelsalto C,0110-MORITZ-01-48,29.148,29.432,-14.417,-1.234,2.699,-0.763,364.454,4.791,-1.343,711.669,9.378,48.037,715.478,37.896
Salto A,0110-MORITZ-01-49,15.385,15.877,-0.291,-1.495,5.234,-15.151,199.007,-7.401,-26.27,341.366,-13.16,35.36,341.373,22.417
Salto C,0110-MORITZ-01-60,16.581,16.551,0.686,-0.891,4.589,-8.703,164.185,6.662,-17.987,344.759,14.187,29.373,382.248,34.392
Fliffis- Rudi B,0110-MORITZ-01-61,33.839,34.093,-15.749,-0.619,2.348,-161.566,-148.648,-216.918,-319.927,-295.364,-429.723,341.164,657.657,494.111
Doppelsalto B,0110-MORITZ-01-62,27.027,27.012,-10.979,-1.881,5.146,-20.361,350.122,5.866,-40.717,702.238,11.977,55.877,707.023,41.338
Fliffis B,0110-MORITZ-01-63,31.201,31.434,-14.458,-1.278,0.642,-0.548,-131.372,-91.86,-0.951,-253.621,-176.827,79.938,657.078,238.481
Salto C,0110-MORITZ-01-77,16.506,16.495,0.485,-0.949,4.542,-4.041,163.949,2.724,-8.326,342.467,5.595,27.693,392.781,29.641
Fliffis- Rudi B,0110-MORITZ-01-78,35.387,35.711,-17.194,-1.02,1.39,-94.327,-127.27,-244.493,-189.241,-256.12,-490.491,306.725,634.845,541.143
Doppelsalto B,0110-MORITZ-01-79,28.784,28.713,-12.487,-1.54,1.803,-14.427,346.339,10.976,-29.409,702.64,21.816,50.463,742.185,49.039
Fliffis B,0110-MORITZ-01-80,30.369,30.569,-13.415,-1.374,1.492,15.852,-149.439,-91.783,31.432,-297.205,-180.639,88.445,654.629,217.304
Voll- ein- voll- aus B,0110-MORITZ-01-81,35.895,36.322,-19.604,2.984,-0.579,-267.754,21.861,-368.998,-489.029,41.336,-674.029,493.622,596.14,700.796
Salto C,0110-MORITZ-01-94,17.587,17.541,-0.472,-1.154,5.229,-7.314,164.611,8.544,-15.477,346.2,17.953,36.746,384.465,38.096
Fliffis- Rudi B,0110-MORITZ-01-95,33.046,33.342,-15.383,0.714,2.117,-186.471,-139.273,-184.956,-369.822,-277.475,-366.707,398.46,657.428,470.085
Doppelsalto B,0110-MORITZ-01-96,29.849,29.846,-14.203,-2.608,3.723,-32.865,359.678,14.146,-64.617,707.745,27.3,82.981,727.111,70.823
Fliffis B,0110-MORITZ-01-97,31.28,31.442,-14.359,-0.873,1.95,8.757,-177.04,-91.258,16.575,-334.852,-170.841,101.009,658.673,225.792
Voll- ein- voll- aus B,0110-MORITZ-01-98,36.504,36.395,-18.614,2.102,0.086,-237.144,28.183,-355.566,-445.297,53.886,-668.473,457.932,596.225,699.103
Salto C,0110-MORITZ-01-110,16.683,16.591,0.54,-0.902,5.022,-2.288,162.278,11.061,-4.425,340.354,23.434,27.634,369.004,41.552
Fliffis B,0110-MORITZ-01-111,29.319,29.612,-11.425,-1.47,1.314,30.488,-164.321,-96.11,60.272,-327.846,-191.359,119.719,628.024,225.94
Voll- ein- voll- aus B,0110-MORITZ-01-112,33.288,33.305,-15.834,1.696,2.635,-263.075,-35.443,-327.305,-517.629,-68.732,-644.108,533.609,587.617,663.14
Voll- ein- halb- aus B,0110-MORITZ-01-113,32.861,33.307,-16.119,1.361,0.434,-220.764,-144.678,-256.68,-419.098,-275.62,-486.692,441.403,640.274,500.6
Voll- ein- voll- aus A,0110-MORITZ-01-114,35.47,35.58,-16.743,0.134,-5.517,-132.181,136.361,-380.386,-242.205,251.056,-698.191,364.416,530.488,714.761
Salto C,0110-MORITZ-01-125,16.387,16.449,0.436,-1.027,4.479,-1.911,168.964,5.917,-4.092,351.145,12.905,34.308,376.762,27.665
Fliffis B,0110-MORITZ-01-126,30.047,30.417,-11.427,-0.276,-1.328,59.068,-117.555,-91.889,118.094,-236.381,-183.139,152.423,609.995,217.691
Voll- ein- voll- aus B,0110-MORITZ-01-127,36.455,36.283,-18.291,2.285,1.579,-197.504,17.847,-347.877,-381.794,36.294,-673.965,463.26,595.048,692.208
Voll- ein- halb- aus C,0110-MORITZ-01-128,34.946,35.263,-16.134,2.3,-4.25,-200.64,-105.205,-208.172,-375.89,-198.768,-387.608,431.098,587.814,486.502
Voll- ein- voll- aus C,0110-MORITZ-01-129,35.628,36.084,-19.128,0.784,-6.333,-261.546,109.846,-374.569,-453.447,191.661,-651.254,456.425,521.879,668.516
Salto C,0110-MORITZ-01-139,16.777,16.74,0.4,-1.027,4.982,-2.121,164.185,5.153,-4.39,344.54,11.252,23.657,383.878,28.472
Fliffis B,0110-MORITZ-01-140,29.733,29.905,-11.352,-1.095,-0.395,57.864,-129.203,-95.378,117.432,-263.343,-193.947,136.223,621.491,223.93
Voll- ein- voll- aus B,0110-MORITZ-01-141,33.891,33.834,-16.0,1.872,2.024,-220.522,-14.918,-335.005,-438.147,-28.328,-666.054,480.938,596.763,683.12
Voll- ein- halb- aus B,0110-MORITZ-01-142,33.306,33.806,-15.559,1.735,-0.604,-170.763,-109.274,-253.274,-326.0,-208.836,-482.463,420.205,638.134,497.771
Voll- ein- voll- aus C,0110-MORITZ-01-143,33.159,33.043,-14.752,0.963,-4.109,-199.291,75.647,-329.917,-381.554,145.008,-632.425,416.092,516.909,652.296
Salto C,0110-MORITZ-01-156,16.533,16.53,0.614,-0.756,4.899,-0.862,161.843,9.148,-1.623,339.724,19.511,26.499,379.271,36.266
Fliffis B,0110-MORITZ-01-157,28.901,29.206,-10.953,-0.488,-0.118,47.556,-110.436,-86.92,96.192,-224.495,-175.305,152.72,609.129,227.005
Salto B,0115-CHARI-05-9,18.188,18.089,-2.431,0.889,5.223,-4.25,177.036,-13.248,-8.275,342.075,-25.704,28.165,410.514,47.629
Doppelsalto B,0115-CHARI-05-10,28.133,28.379,-11.962,1.214,-0.287,1.266,351.976,-6.752,2.399,669.471,-12.547,30.801,682.081,38.854
Salto B,0115-CHARI-05-21,19.17,19.111,-3.284,0.568,5.048,-9.4,179.785,-8.135,-18.019,342.623,-15.701,38.454,406.047,48.708
Doppelsalto B,0115-CHARI-05-22,29.184,29.456,-13.568,1.143,-0.647,-7.648,362.588,-8.757,-14.321,681.87,-16.234,40.007,697.229,34.619
Salto B,0115-CHARI-05-30,18.718,18.648,-2.705,0.468,4.645,-14.563,180.181,-16.154,-27.977,343.429,-30.822,34.979,402.693,44.135
Doppelsalto B,0115-CHARI-05-31,28.84,29.101,-13.279,1.469,-0.259,-1.131,363.325,-10.409,-2.14,677.148,-19.317,39.541,698.809,40.353
Salto B,0115-CHARI-05-39,18.798,18.725,-2.831,0.704,5.048,-6.189,184.588,-14.507,-11.537,347.76,-27.446,33.331,409.803,45.51
Doppelsalto B,0115-CHARI-05-40,29.749,29.768,-14.151,1.581,-1.014,14.759,369.335,-3.234,27.07,680.137,-5.719,52.846,695.275,60.595
Salto B,0115-CHARI-05-50,18.505,18.319,-2.372,0.709,5.395,-5.369,172.947,-12.883,-10.995,336.135,-24.99,24.758,389.274,38.489
Fliffis- Rudi B,0115-CHARI-05-51,33.151,33.591,-18.539,0.634,2.671,121.588,-162.354,264.078,224.633,-300.069,485.836,240.711,684.603,520.548
Doppelsalto B,0115-CHARI-05-52,30.807,30.697,-13.604,0.932,-1.184,2.763,377.747,-6.13,4.779,691.442,-10.979,46.437,717.444,57.749
Salto B,0115-CHARI-05-61,19.019,18.739,-2.023,0.887,5.354,0.634,170.348,-9.704,0.817,330.679,-18.621,31.492,397.11,49.738
Fliffis- Rudi B,0115-CHARI-05-62,34.379,34.712,-19.254,0.689,1.966,99.308,-171.385,276.199,181.961,-314.237,503.543,235.19,678.009,528.625
Doppelsalto B,0115-CHARI-05-63,30.651,30.69,-14.644,0.815,-0.202,-12.257,377.629,1.031,-22.681,694.489,2.261,45.576,716.645,43.545
Salto B,0115-CHARI-05-75,18.974,18.736,-2.377,0.87,5.366,-1.3,171.535,-17.012,-3.108,334.862,-33.375,26.258,396.547,50.852
Fliffis- Rudi B,0115-CHARI-05-76,34.2,34.593,-19.28,0.956,2.338,101.009,-159.398,274.274,184.78,-291.498,499.552,252.889,671.329,538.676
Doppelsalto B,0115-CHARI-05-77,30.849,30.826,-13.431,1.252,-0.588,4.284,367.225,0.371,7.965,682.432,1.922,43.326,698.414,57.564
Salto B,0115-CHARI-05-87,19.14,18.838,-1.911,0.675,5.486,-2.509,171.242,-12.2,-5.5,334.038,-23.751,35.197,399.73,54.877
Fliffis- Rudi B,0115-CHARI-05-88,34.814,34.977,-19.207,1.198,2.584,96.302,-141.057,267.875,179.219,-264.175,497.179,258.836,673.826,562.095
Doppelsalto B,0115-CHARI-05-89,30.883,31.019,-15.342,1.749,0.208,3.62,374.12,-0.029,6.934,690.137,0.218,39.801,708.843,37.613
Salto B,0115-CHARI-05-100,19.555,19.298,-2.324,0.739,5.331,-5.555,172.771,-10.683,-11.346,336.184,-20.909,31.322,398.213,44.828
Fliffis- Rudi B,0115-CHARI-05-101,35.033,35.327,-19.912,0.946,2.653,89.802,-169.759,275.937,166.221,-315.017,508.922,249.448,670.183,550.019
Doppelsalto B,0115-CHARI-05-102,31.388,31.309,-14.234,0.878,-1.33,-5.197,375.3,-13.976,-9.588,693.976,-25.922,41.643,719.101,61.705
Voll- ein 1 3/4 Salto vw C,0115-CHARI-05-109,29.611,29.571,-15.956,-1.018,-2.312,97.803,-224.721,154.682,189.301,-434.072,299.06,351.654,499.224,323.417
Voll- ein 1 3/4 Salto vw C,0115-CHARI-05-117,28.993,29.125,-15.67,-1.753,-1.397,97.383,-217.665,138.61,191.042,-427.098,271.549,348.649,514.866,324.55
1 3/4 Salto vw C,0115-CHARI-05-123,27.39,27.455,-15.412,0.252,1.332,-0.876,-346.078,-3.746,-1.444,-672.841,-7.409,27.5,683.607,49.394
1 3/4 Salto vw C,0115-CHARI-05-133,26.429,26.401,-14.321,-0.287,1.592,6.909,-341.079,6.735,19.62,-661.136,41.663,50.934,677.819,81.805
Voll- ein 1 3/4 Salto vw C,0115-CHARI-05-141,29.703,29.459,-14.894,-1.764,0.139,106.683,-232.059,135.804,213.755,-438.518,290.816,372.482,521.523,335.061
1 3/4 Salto vw C,0115-CHARI-05-149,27.086,27.187,-14.74,-0.199,0.708,10.698,-341.891,1.734,26.859,-654.194,30.646,42.261,666.335,67.478
Voll- ein 1 3/4 Salto vw C,0115-CHARI-05-158,29.306,29.305,-15.816,-1.638,-0.717,87.868,-222.86,125.078,178.917,-427.081,273.387,336.678,503.948,320.972
1 3/4 Salto vw C,0115-CHARI-05-167,26.683,26.793,-14.209,0.648,1.244,2.076,-339.527,-1.3,10.192,-662.33,25.585,26.978,673.328,49.201
Voll- ein 1 3/4 Salto vw C,0115-CHARI-05-174,29.174,28.954,-14.332,-0.809,-2.425,90.412,-219.124,147.637,185.104,-421.872,319.866,340.825,495.214,348.671
1 3/4 Salto vw C,0115-CHARI-05-182,26.826,26.814,-14.23,0.013,0.083,14.303,-342.297,2.881,34.274,-658.578,32.96,47.124,666.082,52.522
Voll- ein 1 3/4 Salto vw C,0115-CHARI-05-189,28.583,28.48,-14.678,-0.548,-2.518,91.025,-224.977,138.078,185.812,-433.185,300.13,341.014,498.729,348.398
